区,町,ふりがな,番地,燃えるゴミ,燃えないゴミボンベ・スプレー,,容器包装プラスチック,,缶・びん・ペットボトル,,備考,,パターン,
灘区,赤坂通,あかさかどおり,1丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,赤坂通,あかさかどおり,2丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,赤坂通,あかさかどおり,3丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,赤坂通,あかさかどおり,4丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,赤坂通,あかさかどおり,5丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,赤坂通,あかさかどおり,6丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,赤坂通,あかさかどおり,7丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,赤坂通,あかさかどおり,8丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,赤松町,あかまつちょう,1丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
灘区,赤松町,あかまつちょう,2丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
灘区,赤松町,あかまつちょう,3丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
灘区,天城通,あまぎどおり,1丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,天城通,あまぎどおり,2丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,天城通,あまぎどおり,3丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,天城通,あまぎどおり,4丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,天城通,あまぎどおり,5丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,天城通,あまぎどおり,6丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,天城通,あまぎどおり,7丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,天城通,あまぎどおり,8丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,泉通,いずみどおり,1丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,泉通,いずみどおり,2丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,泉通,いずみどおり,3丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,泉通,いずみどおり,4丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,泉通,いずみどおり,5丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,泉通,いずみどおり,6丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,一王山町,いちのうさんちょう,,月木,13,火,毎週,金,毎週,水,,あ,1,1
灘区,岩屋北町,いわやきたまち,1丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋北町,いわやきたまち,2丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋北町,いわやきたまち,3丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋北町,いわやきたまち,4丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋北町,いわやきたまち,5丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋北町,いわやきたまち,6丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋北町,いわやきたまち,7丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋中町,いわやなかまち,1丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋中町,いわやなかまち,2丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋中町,いわやなかまち,3丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋中町,いわやなかまち,4丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋中町,いわやなかまち,5丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,岩屋南町,いわやみなみまち,,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,上野通,うえのどおり,1丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,上野通,うえのどおり,2丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,上野通,うえのどおり,3丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,上野通,うえのどおり,4丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,上野通,うえのどおり,5丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,上野通,うえのどおり,6丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,上野通,うえのどおり,7丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,上野通,うえのどおり,8丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
灘区,烏帽子町,えぼしちょう,1丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
灘区,烏帽子町,えぼしちょう,2丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
灘区,烏帽子町,えぼしちょう,3丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
灘区,王子町,おうじちょう,1丁目,火金,13,月,毎週,水,毎週,水,,あ,17,17
灘区,王子町,おうじちょう,2丁目,火金,13,月,毎週,水,毎週,水,,あ,17,17
灘区,王子町,おうじちょう,3丁目,火金,13,月,毎週,水,毎週,水,,あ,17,17
灘区,大石北町,おおいしきたまち,,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,大石東町,おおいしひがしまち,1丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：078-871-1081）へお問合せください。,あ,2,2
灘区,大石東町,おおいしひがしまち,2丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
灘区,大石東町,おおいしひがしまち,3丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：078-871-1081）へお問合せください。,あ,2,2
灘区,大石東町,おおいしひがしまち,4丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：078-871-1081）へお問合せください。,あ,2,2
灘区,大石東町,おおいしひがしまち,5丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：078-871-1081）へお問合せください。,あ,2,2
灘区,大石東町,おおいしひがしまち,6丁目,月木,13,金,毎週,火,毎週,水,,あ,2,2
灘区,大石南町,おおいしみなみまち,1丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,大石南町,おおいしみなみまち,2丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,大石南町,おおいしみなみまち,3丁目,火金,24,木,毎週,月,毎週,水,,あ,8,8
灘区,大内通,おおうちどおり,1丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,大内通,おおうちどおり,2丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,大内通,おおうちどおり,3丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,大内通,おおうちどおり,4丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,大内通,おおうちどおり,5丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,大内通,おおうちどおり,6丁目,火金,13,木,毎週,水,毎週,水,,あ,20,20
灘区,大月台,おおつきだい,,月木,24,火,毎週,金,毎週,水,,あ,3,3
灘区,大土平町,おおどがひらちょう,1丁目,月木,24,火,毎週,金,毎週,水,,あ,3,3
灘区,大土平町,おおどがひらちょう,2丁目,月木,24,火,毎週,金,毎週,水,,あ,3,3
灘区,上河原通,かみがわらどおり,1丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,上河原通,かみがわらどおり,2丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,上河原通,かみがわらどおり,3丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,上河原通,かみがわらどおり,4丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,神ノ木通,かみのきどおり,1丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,神ノ木通,かみのきどおり,2丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,神ノ木通,かみのきどおり,3丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,神ノ木通,かみのきどおり,4丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,神前町,かみまえちょう,1丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,神前町,かみまえちょう,2丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,神前町,かみまえちょう,3丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,神前町,かみまえちょう,4丁目,月木,24,金,毎週,水,毎週,水,,か,16,16
灘区,岸地通,きしちどおり,1丁目,火金,13,木,毎週,水,毎週,水,,か,20,20
灘区,岸地通,きしちどおり,2丁目,火金,13,木,毎週,水,毎週,水,,か,20,20
灘区,岸地通,きしちどおり,3丁目,火金,13,木,毎週,水,毎週,水,,か,20,20
灘区,岸地通,きしちどおり,4丁目,火金,13,木,毎週,水,毎週,水,,か,20,20
灘区,岸地通,きしちどおり,5丁目,火金,13,木,毎週,水,毎週,水,,か,20,20
灘区,記田町,きだちょう,1丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,記田町,きだちょう,2丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,記田町,きだちょう,3丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,記田町,きだちょう,4丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,記田町,きだちょう,5丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,楠丘町,くすがおかちょう,1丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,楠丘町,くすがおかちょう,2丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,楠丘町,くすがおかちょう,3丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,楠丘町,くすがおかちょう,4丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,楠丘町,くすがおかちょう,5丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,楠丘町,くすがおかちょう,6丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,国玉通,くにたまどおり,1丁目,火金,24,月,毎週,木,毎週,水,,か,7,7
灘区,国玉通,くにたまどおり,2丁目,火金,24,月,毎週,木,毎週,水,,か,7,7
灘区,国玉通,くにたまどおり,3丁目,火金,24,月,毎週,木,毎週,水,,か,7,7
灘区,国玉通,くにたまどおり,4丁目,火金,24,月,毎週,木,毎週,水,,か,7,7
灘区,倉石通,くらいしどおり,1丁目,火金,13,月,毎週,水,毎週,水,,か,17,17
灘区,倉石通,くらいしどおり,2丁目,火金,13,月,毎週,水,毎週,水,,か,17,17
灘区,倉石通,くらいしどおり,3丁目,火金,13,月,毎週,水,毎週,水,,か,17,17
灘区,倉石通,くらいしどおり,4丁目,火金,13,月,毎週,水,毎週,水,,か,17,17
灘区,倉石通,くらいしどおり,5丁目,火金,13,月,毎週,水,毎週,水,,か,17,17
灘区,倉石通,くらいしどおり,6丁目,火金,13,月,毎週,水,毎週,水,,か,17,17
灘区,高徳町,こうとくちょう,1丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,高徳町,こうとくちょう,2丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,高徳町,こうとくちょう,3丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,高徳町,こうとくちょう,4丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,高徳町,こうとくちょう,5丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,高徳町,こうとくちょう,6丁目,月木,13,火,毎週,水,毎週,水,,か,10,10
灘区,五毛通,ごもうどおり,1丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：078-871-1081）へお問合せください。,か,7,7
灘区,五毛通,ごもうどおり,2丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：078-871-1081）へお問合せください。,か,7,7
